uniprot_id	protein_name	reviewed	ec_in_uniprot	rxn_id_in_uniprot	rxn_equation_in_uniprot	gene_id_bigg	RXNRECer	RXNRECer_with_prob	ECRECer_equations
Q46953	Toxin YpjF	reviewed	-	-	-	b2646	-	{'-': 1.0}	-
P16682	Phosphonates-binding periplasmic protein	reviewed	-	-	-	b4105	-	{'-': 1.0}	-
P0AC92	Protein GnsA	reviewed	-	-	-	b4517	-	{'-': 1.0}	-
P0A6S0	Flagellar L-ring protein (Basal body L-ring protein)	reviewed	-	-	-	b1079	-	{'-': 1.0}	-
Q47005	Nitrogen assimilation regulatory protein nac (Nitrogen assimilation control protein)	reviewed	-	-	-	b1988	-	{'-': 1.0}	-
P0A915	Outer membrane protein W	reviewed	-	-	-	b1256	-	{'-': 1.0}	-
P0AC35	L(+)-tartrate dehydratase subunit beta (L-TTD beta) (EC 4.2.1.32)	reviewed	4.2.1.32	RHEA:15413	['(2R,3R)-tartrate = H2O + oxaloacetate']	b3062	RHEA:15413	{'RHEA:15413': 1.0}	['(2R,3R)-tartrate = H2O + oxaloacetate']
P18811	Maltose regulon regulatory protein MalI	reviewed	-	-	-	b1620	-	{'-': 1.0}	-
Q47013	Protease ElaD (EC 3.4.22.-) (Deubiquitinase) (Deubiquitinating enzyme) (DUB) (Deubiquitinating protease)	reviewed	3.4.22.-	-	-	b2269	-	{'-': 0.999955}	-
P45762	Putative type II secretion system protein K (T2SS protein K) (Putative general secretion pathway protein K)	reviewed	-	-	-	b3332	-	{'-': 1.0}	-
P0ADW6	Protein YhcC	reviewed	-	-	-	b3211	-	{'-': 1.0}	-
P76173	Anaerobic dimethyl sulfoxide reductase chain YnfH (DMSO reductase anchor subunit YnfH)	reviewed	-	-	-	b1590	-	{'-': 1.0}	-
P0DP89	Putative acetolactate synthase isozyme 2 large subunit (AHAS-II) (ALS-II) (Acetohydroxy-acid synthase II large subunit)	reviewed	-	-	-	b4488	-	{'-': 1.0}	-
P76555	Acetate kinase EutQ (EC 2.7.2.1) (Ethanolamine utilization protein EutQ)	reviewed	2.7.2.1	RHEA:11352	['acetate + ATP = acetyl phosphate + ADP']	b2460	RHEA:11352	{'RHEA:11352': 1.0}	['acetate + ATP = acetyl phosphate + ADP']
P39206	Carnitine operon protein CaiE	reviewed	-	-	-	b0035	-	{'-': 1.0}	-
P10805	Porin thermoregulatory protein EnvY	reviewed	-	-	-	b0566	-	{'-': 1.0}	-
P30859	Putative ABC transporter arginine-binding protein 2	reviewed	-	-	-	b0863	-	{'-': 1.0}	-
P0C8J8	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	reviewed	-	-	-	b2095	-	{'-': 1.0}	-
P41443	Type II secretion system protein H (T2SS minor pseudopilin H) (General secretion pathway protein H) (Protein transport protein HofH) (Putative general secretion pathway protein H)	reviewed	-	-	-	b3329	-	{'-': 1.0}	-
P0AE34	Arginine ABC transporter permease protein ArtQ	reviewed	-	-	-	b0862	-	{'-': 1.0}	-
P03856	Replication initiation protein (Protein E) (Protein rep) (Protein F4)	reviewed	-	-	-	-	-	{'-': 1.0}	-
P0AE30	Arginine ABC transporter permease protein ArtM	reviewed	-	-	-	b0861	-	{'-': 1.0}	-
P56579	PTS system glucitol/sorbitol-specific EIIC component (EIIC-Gut) (Glucitol/sorbitol permease IIC component)	reviewed	-	-	-	b2702	-	{'-': 1.0}	-
Q46798	Uncharacterized lipoprotein YgeR	reviewed	-	-	-	b2865	-	{'-': 1.0}	-
P0AF20	N-acetylglucosamine repressor	reviewed	-	-	-	b0676	-	{'-': 1.0}	-
P36561	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	reviewed	2.7.8.26	RHEA:16049;RHEA:23560	"[""adenosylcob(III)inamide-GDP + alpha-ribazole 5'-phosphate = adenosylcob(III)alamin 5'-phosphate + GMP + H(+)"", 'adenosylcob(III)inamide-GDP + alpha-ribazole = adenosylcob(III)alamin + GMP + H(+)']"	b1992	RHEA:16049;RHEA:23560	{'RHEA:16049': 1.0, 'RHEA:23560': 1.0}	"[""adenosylcob(III)inamide-GDP + alpha-ribazole 5'-phosphate = adenosylcob(III)alamin 5'-phosphate + GMP + H(+)"", 'adenosylcob(III)inamide-GDP + alpha-ribazole = adenosylcob(III)alamin + GMP + H(+)']"
P60566	Protein FixA	reviewed	-	-	-	b0041	-	{'-': 1.0}	-
Q46863	Probable deoxycholate-binding periplasmic protein YgiS	reviewed	-	-	-	b3020	-	{'-': 1.0}	-
Q47156	Antitoxin YafN	reviewed	-	-	-	b0232	-	{'-': 1.0}	-
P0A8G3	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	reviewed	5.3.1.12	RHEA:13049;RHEA:27702	['aldehydo-D-galacturonate = keto-D-tagaturonate', 'D-glucuronate = D-fructuronate']	b3092	RHEA:13049;RHEA:27702	{'RHEA:13049': 1.0, 'RHEA:27702': 1.0}	['aldehydo-D-galacturonate = keto-D-tagaturonate', 'D-glucuronate = D-fructuronate']
P39328	Galactofuranose transporter permease protein YtfT	reviewed	-	-	-	b4230	-	{'-': 1.0}	-
P24200	Type IV methyl-directed restriction enzyme EcoKMcrA (EcoKMcrA) (EC 3.1.21.-) (5-methylcytosine-specific restriction enzyme A)	reviewed	3.1.21.-	-	-	b1159	-	{'-': 0.999985}	-
P0AEL6	Ferric enterobactin-binding periplasmic protein FepB	reviewed	-	-	-	b0592	-	{'-': 1.0}	-
P28638	DNA adenine methyltransferase YhdJ (EC 2.1.1.72) (Type II methyltransferase M.EcoKII) (M.EcoKII)	reviewed	2.1.1.72	RHEA:15197	"[""a 2'-deoxyadenosine in DNA + S-adenosyl-L-methionine = an N(6)-methyl-2'-deoxyadenosine in DNA + H(+) + S-adenosyl-L-homocysteine""]"	b3262	RHEA:15197	{'RHEA:15197': 1.0}	"[""a 2'-deoxyadenosine in DNA + S-adenosyl-L-methionine = an N(6)-methyl-2'-deoxyadenosine in DNA + H(+) + S-adenosyl-L-homocysteine""]"
P0A8S5	Universal stress protein B	reviewed	-	-	-	b3494	-	{'-': 1.0}	-
P0AGG8	Metalloprotease TldD (EC 3.4.-.-)	reviewed	3.4.-.-	-	-	b3244	-	{'-': 0.999242}	-
P0A9N0	Phosphocarrier protein NPr (Nitrogen-related HPr)	reviewed	-	-	-	b3206	-	{'-': 1.0}	-
P77445	Acetaldehyde dehydrogenase (acetylating) EutE (EC 1.2.1.10) (Ethanolamine utilization protein EutE)	reviewed	1.2.1.10	RHEA:23288	['acetaldehyde + CoA + NAD(+) = acetyl-CoA + H(+) + NADH']	b2455	RHEA:23288	{'RHEA:23288': 1.0}	['acetaldehyde + CoA + NAD(+) = acetyl-CoA + H(+) + NADH']
P60778	Protein TsgA	reviewed	-	-	-	b3364	-	{'-': 1.0}	-
P76046	Ras-like GTPase YcjX (EC 3.6.5.2) (Stress protein YcjX)	reviewed	3.6.5.2	RHEA:19669	['GTP + H2O = GDP + H(+) + phosphate']	b1321	-	{'-': 1.0}	-
P0A867	Transaldolase A (EC 2.2.1.2)	reviewed	2.2.1.2	RHEA:17053	['D-glyceraldehyde 3-phosphate + D-sedoheptulose 7-phosphate = beta-D-fructose 6-phosphate + D-erythrose 4-phosphate']	b2464	RHEA:17053	{'RHEA:17053': 1.0}	['D-glyceraldehyde 3-phosphate + D-sedoheptulose 7-phosphate = beta-D-fructose 6-phosphate + D-erythrose 4-phosphate']
P31802	Nitrate/nitrite response regulator protein NarP	reviewed	-	-	-	b2193	-	{'-': 1.0}	-
P0A6L7	Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)	reviewed	1.1.1.58	RHEA:17813	['D-altronate + NAD(+) = H(+) + keto-D-tagaturonate + NADH']	b1521	RHEA:17813	{'RHEA:17813': 1.0}	['D-altronate + NAD(+) = H(+) + keto-D-tagaturonate + NADH']
P0ACK5	Deoxyribose operon repressor	reviewed	-	-	-	b0840	-	{'-': 1.0}	-
P0AE39	Transcriptional regulatory protein YpdB	reviewed	-	-	-	b2381	-	{'-': 1.0}	-
P36879	Uncharacterized ABC transporter ATP-binding protein YadG	reviewed	-	-	-	b0127	-	{'-': 1.0}	-
Q46803	Putative carbamoyltransferase YgeW (EC 2.1.3.-) (UTCase)	reviewed	2.1.3.-	-	-	b2870	RHEA:21708;RHEA:19513;RHEA:25884	{'RHEA:21708': 0.991313, 'RHEA:19513': 0.961903, 'RHEA:25884': 0.191246}	['carbamoyl phosphate + N(2)-succinyl-L-ornithine = H(+) + N(2)-succinyl-L-citrulline + phosphate', 'carbamoyl phosphate + L-ornithine = H(+) + L-citrulline + phosphate', 'H2O + S-adenosyl-L-homocysteine = adenosine + L-homocysteine']
P45761	Type II secretion system protein J (T2SS protein J) (Putative general secretion pathway protein J)	reviewed	-	-	-	b3331	-	{'-': 1.0}	-
P33593	Nickel import ATP-binding protein NikD (EC 7.2.2.11)	reviewed	7.2.2.11	RHEA:15557	['ATP + H2O + Ni(2+)(out) = ADP + H(+) + Ni(2+)(in) + phosphate']	b3479	RHEA:15557	{'RHEA:15557': 1.0}	['ATP + H2O + Ni(2+)(out) = ADP + H(+) + Ni(2+)(in) + phosphate']
P33594	Nickel import ATP-binding protein NikE (EC 7.2.2.11)	reviewed	7.2.2.11	RHEA:15557	['ATP + H2O + Ni(2+)(out) = ADP + H(+) + Ni(2+)(in) + phosphate']	b3480	RHEA:15557	{'RHEA:15557': 1.0}	['ATP + H2O + Ni(2+)(out) = ADP + H(+) + Ni(2+)(in) + phosphate']
P45760	Putative type II secretion system protein I (T2SS minor pseudopilin I) (Putative general secretion pathway protein I)	reviewed	-	-	-	b3330	-	{'-': 1.0}	-
P0AAJ1	Probable anaerobic dimethyl sulfoxide reductase chain YnfG (DMSO reductase iron-sulfur subunit YnfG)	reviewed	-	-	-	b1589	-	{'-': 1.0}	-
P0A9G2	Transcriptional activator protein NhaR (Na(+)/H(+) antiporter regulatory protein)	reviewed	-	-	-	b0020	-	{'-': 1.0}	-
P0AAI1	Aliphatic sulfonates import ATP-binding protein SsuB (EC 7.6.2.14)	reviewed	7.6.2.14	-	-	b0933	RHEA:14613;RHEA:13181;RHEA:15557	{'RHEA:14613': 0.993078, 'RHEA:13181': 0.7777, 'RHEA:15557': 0.095747}	['ATP + H2O + nitrate(out) = ADP + H(+) + nitrate(in) + phosphate', 'ATP + H2O + taurine(out) = ADP + H(+) + phosphate + taurine(in)', 'ATP + H2O + Ni(2+)(out) = ADP + H(+) + Ni(2+)(in) + phosphate']
P76268	HTH-type transcriptional regulator KdgR	reviewed	-	-	-	b1827	-	{'-': 1.0}	-
P0AE37	Arginine N-succinyltransferase (AST) (EC 2.3.1.109) (AOST)	reviewed	2.3.1.109	RHEA:15185	['L-arginine + succinyl-CoA = CoA + H(+) + N(2)-succinyl-L-arginine']	b1747	RHEA:15185	{'RHEA:15185': 1.0}	['L-arginine + succinyl-CoA = CoA + H(+) + N(2)-succinyl-L-arginine']
P37671	DNA-binding transcriptional repressor YiaJ (YiaKLMNOPQRS operon repressor) (YiaK-S operon repressor)	reviewed	-	-	-	b3574	-	{'-': 1.0}	-
P00960	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	reviewed	6.1.1.14	RHEA:16013	['ATP + glycine + tRNA(Gly) = AMP + diphosphate + glycyl-tRNA(Gly)']	b3560	RHEA:16013	{'RHEA:16013': 1.0}	['ATP + glycine + tRNA(Gly) = AMP + diphosphate + glycyl-tRNA(Gly)']
P31126	Uncharacterized MFS-type transporter YdeE	reviewed	-	-	-	b1534	-	{'-': 1.0}	-
P37772	Inner membrane ABC transporter permease protein YjfF	reviewed	-	-	-	b4231	-	{'-': 1.0}	-
P0A6P7	Probable GTP-binding protein EngB	reviewed	-	-	-	b3865	-	{'-': 1.0}	-
P33228	Protein RecT (P33)	reviewed	-	-	-	b1349	-	{'-': 1.0}	-
P0AB28	Large ribosomal RNA subunit accumulation protein YceD (23S rRNA accumulation protein YceD) (G30K)	reviewed	-	-	-	b1088	-	{'-': 1.0}	-
P76135	HTH-type transcriptional regulator YdeO	reviewed	-	-	-	b1499	-	{'-': 1.0}	-
P16701	Sulfate transport system permease protein CysT	reviewed	-	-	-	b2424	-	{'-': 1.0}	-
P76655	Putative outer membrane usher protein YqiG	reviewed	-	-	-	b3046	-	{'-': 1.0}	-
P0AG34	Homoserine/homoserine lactone efflux protein	reviewed	-	-	-	b3824	-	{'-': 1.0}	-
P39298	Esterase YjfP (EC 3.1.-.-)	reviewed	3.1.-.-	-	-	b4190	RHEA:14961;RHEA:19233	{'RHEA:14961': 0.978614, 'RHEA:19233': 0.617181}	['H2O + S-formylglutathione = formate + glutathione + H(+)', 'H2O + S-hexadecanoyl-L-cysteinyl-[protein] = H(+) + hexadecanoate + L-cysteinyl-[protein]']
P33341	Outer membrane usher protein YehB	reviewed	-	-	-	b2109	-	{'-': 1.0}	-
P77468	Outer membrane usher protein SfmD	reviewed	-	-	-	b0532	-	{'-': 1.0}	-
P0AEB0	Sulfate transport system permease protein CysW	reviewed	-	-	-	b2423	-	{'-': 1.0}	-
P0AE56	Bacterioferritin-associated ferredoxin	reviewed	-	-	-	b3337	-	{'-': 1.0}	-
P0AEH5	Protein ElaB	reviewed	-	-	-	b2266	-	{'-': 1.0}	-
P37757	Uncharacterized isomerase YddE (EC 5.1.-.-) (ORFB)	reviewed	5.1.-.-	-	-	b1464	RHEA:28182	{'RHEA:28182': 0.986477}	['(5S,6S)-6-amino-5-hydroxycyclohexa-1,3-diene-1-carboxyate = (1R,6S)-6-amino-5-oxocyclohex-2-ene-1-carboxylate']
P75736	Esterase YbfF (EC 3.1.-.-)	reviewed	3.1.-.-	-	-	b0686	RHEA:42700;RHEA:48596;RHEA:38503;RHEA:33275;RHEA:77103;RHEA:12044;RHEA:77107;RHEA:38507;RHEA:15649	{'RHEA:42700': 0.978591, 'RHEA:48596': 0.7777, 'RHEA:38503': 0.7777, 'RHEA:33275': 0.7777, 'RHEA:77103': 0.7777, 'RHEA:12044': 0.7777, 'RHEA:77107': 0.7777, 'RHEA:38507': 0.7777, 'RHEA:15649': 0.010795}	['a 1,2-diacyl-sn-glycerol + H2O = a 2-acylglycerol + a fatty acid + H(+)', 'a 1,3-diacyl-sn-glycerol + H2O = a 1-acyl-sn-glycerol + a fatty acid + H(+)', '1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol + H2O = 2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + H(+) + octadecanoate', '6-carboxyhexanoyl-[ACP] methyl ester + H2O = 6-carboxyhexanoyl-[ACP] + H(+) + methanol', '1,2-didecanoylglycerol + H2O = decanoate + decanoylglycerol + H(+)', '1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol + H2O = 2-(9Z-octadecenoyl)-glycerol + H(+) + octadecanoate', '1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol + H2O = 2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycerol + H(+) + octadecanoate', 'a triacylglycerol + H2O = a diacylglycerol + a fatty acid + H(+)', 'carbamate + 2 H(+) = CO2 + NH4(+)']
P0AAG3	Glutamate/aspartate import ATP-binding protein GltL (EC 7.4.2.1)	reviewed	7.4.2.1	RHEA:14673;RHEA:29035;RHEA:29039	['ATP + H2O + L-glutamate(out) = ADP + H(+) + L-glutamate(in) + phosphate', 'ATP + H2O + L-aspartate(out) = ADP + H(+) + L-aspartate(in) + phosphate', 'a polar amino acid(out) + ATP + H2O = a polar amino acid(in) + ADP + H(+) + phosphate']	b0652	RHEA:14673;RHEA:29035;RHEA:29039;RHEA:29883;RHEA:29887;RHEA:29879	{'RHEA:14673': 1.0, 'RHEA:29035': 1.0, 'RHEA:29039': 1.0, 'RHEA:29883': 0.7777, 'RHEA:29887': 0.7777, 'RHEA:29879': 0.7777}	['ATP + H2O + L-glutamate(out) = ADP + H(+) + L-glutamate(in) + phosphate', 'ATP + H2O + L-aspartate(out) = ADP + H(+) + L-aspartate(in) + phosphate', 'ATP + H2O + L-arginine(out) = ADP + H(+) + L-arginine(in) + phosphate', 'ATP + H2O + L-ornithine(out) = ADP + H(+) + L-ornithine(in) + phosphate', 'ATP + H2O + L-lysine(out) = ADP + H(+) + L-lysine(in) + phosphate', 'a polar amino acid(out) + ATP + H2O = a polar amino acid(in) + ADP + H(+) + phosphate']
P0ACX3	Putative monooxygenase YdhR (EC 1.-.-.-)	reviewed	1.-.-.-	-	-	b1667	-	{'-': 0.99998}	-
P0AD44	Uncharacterized protein YfhG	reviewed	-	-	-	b2555	-	{'-': 1.0}	-
P42915	Outer membrane usher protein YraJ	reviewed	-	-	-	b3144	-	{'-': 1.0}	-
P0AAS7	Putative RNA-binding protein YbcJ	reviewed	-	-	-	b0528	-	{'-': 1.0}	-
P0A8C8	Putative membrane protein insertion efficiency factor	reviewed	-	-	-	b4557	-	{'-': 1.0}	-
P0ACL9	Pyruvate dehydrogenase complex repressor	reviewed	-	-	-	b0113	-	{'-': 1.0}	-
P39160	D-mannonate oxidoreductase (EC 1.1.1.57) (Fructuronate reductase)	reviewed	1.1.1.57	RHEA:15729	['D-mannonate + NAD(+) = H(+) + keto-D-fructuronate + NADH']	b4323	RHEA:15729;RHEA:12084	{'RHEA:15729': 1.000001, 'RHEA:12084': 0.991598}	['D-mannitol + NAD(+) = D-fructose + H(+) + NADH', 'D-mannonate + NAD(+) = H(+) + keto-D-fructuronate + NADH']
P77231	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (2-(5''-triphosphoribosyl)-3'-dephospho-CoA synthase) (EC 2.4.2.52)	reviewed	2.4.2.52	RHEA:15117	"[""3'-dephospho-CoA + ATP = 2'-(5''-triphospho-alpha-D-ribosyl)-3'-dephospho-CoA + adenine""]"	b0613	RHEA:15117	{'RHEA:15117': 1.0}	"[""3'-dephospho-CoA + ATP = 2'-(5''-triphospho-alpha-D-ribosyl)-3'-dephospho-CoA + adenine""]"
P16677	Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2)	reviewed	7.3.2.2	RHEA:18065	['ATP + H2O + phosphonate(out) = ADP + H(+) + phosphate + phosphonate(in)']	b4106	RHEA:18065	{'RHEA:18065': 1.0}	['ATP + H2O + phosphonate(out) = ADP + H(+) + phosphate + phosphonate(in)']
Q6BEX0	Galactofuranose transporter ATP-binding protein YtfR (EC 7.5.2.9)	reviewed	7.5.2.9	RHEA:61716	['ATP + D-galactofuranose(out) + H2O = ADP + D-galactofuranose(in) + H(+) + phosphate']	b4485	RHEA:61716	{'RHEA:61716': 1.0}	['ATP + D-galactofuranose(out) + H2O = ADP + D-galactofuranose(in) + H(+) + phosphate']
P63417	Uncharacterized N-acetyltransferase YhbS (EC 2.3.1.-)	reviewed	2.3.1.-	-	-	b3156	RHEA:45948;RHEA:20497	{'RHEA:45948': 0.975152, 'RHEA:20497': 0.045619}	['acetyl-CoA + L-lysyl-[protein] = CoA + H(+) + N(6)-acetyl-L-lysyl-[protein]', 'a 2-arylethylamine + acetyl-CoA = an N-acetyl-2-arylethylamine + CoA + H(+)']
P0A8Z0	Acyl-CoA thioester hydrolase YciA (EC 3.1.2.-) (Protein P14)	reviewed	3.1.2.-	-	-	b1253	-	{'-': 0.942804}	-
P77196	Putative outer membrane usher protein YfcU	reviewed	-	-	-	b4661	-	{'-': 1.0}	-
C1P607	Small toxic protein IbsA	reviewed	-	-	-	b4667	-	{'-': 1.0}	-
P10423	Alkaline phosphatase isozyme conversion protein (EC 3.4.11.-)	reviewed	3.4.11.-	-	-	b2753	-	{'-': 0.999893}	-
P31068	Flagellar assembly protein FliH	reviewed	-	-	-	b1940	-	{'-': 1.0}	-
P41442	Type II secretion system core protein G (T2SS core protein G) (Protein transport protein HofG) (Putative general secretion pathway protein G)	reviewed	-	-	-	b3328	-	{'-': 1.0}	-
P76501	Uncharacterized fimbrial-like protein YfcR	reviewed	-	-	-	b2335	-	{'-': 1.0}	-
P77288	Uncharacterized fimbrial-like protein YfcV	reviewed	-	-	-	b2339	-	{'-': 1.0}	-
Q47129	Transcriptional activator FeaR	reviewed	-	-	-	b1384	-	{'-': 1.0}	-
P0AEK0	Exodeoxyribonuclease 10 (EC 3.1.11.-) (Exodeoxyribonuclease X) (Exo X) (Exonuclease X)	reviewed	3.1.11.-	-	-	b1844	RHEA:11680;RHEA:22508	{'RHEA:11680': 0.973458, 'RHEA:22508': 0.934812}	"['ATP + H2O + L-glutamine + XMP = AMP + diphosphate + GMP + 2 H(+) + L-glutamate', ""a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1)""]"
P0AFV2	Putative magnesium transporter YhiD	reviewed	-	-	-	b3508	-	{'-': 1.0}	-
P0AFV8	Phage shock protein D	reviewed	-	-	-	b1307	-	{'-': 1.0}	-
P75794	Putative pyruvate formate-lyase 3-activating enzyme (EC 1.97.1.4) (Formate-C-acetyltransferase-activating enzyme 3) (PFL-activating enzyme 3)	reviewed	1.97.1.4	RHEA:19225	"[""glycyl-[formate C-acetyltransferase] + reduced [flavodoxin] + S-adenosyl-L-methionine = 5'-deoxyadenosine + glycin-2-yl radical-[formate C-acetyltransferase] + H(+) + L-methionine + semiquinone [flavodoxin]""]"	b0824	RHEA:19225	{'RHEA:19225': 1.0}	"[""glycyl-[formate C-acetyltransferase] + reduced [flavodoxin] + S-adenosyl-L-methionine = 5'-deoxyadenosine + glycin-2-yl radical-[formate C-acetyltransferase] + H(+) + L-methionine + semiquinone [flavodoxin]""]"
P24202	Type IV methyl-directed restriction enzyme EcoKMrr (EcoKMrr) (Mrr restriction system protein)	reviewed	-	-	-	b4351	-	{'-': 1.0}	-
Q46908	Putative electron transfer flavoprotein subunit YgcR	reviewed	-	-	-	b2770	-	{'-': 1.0}	-
P23910	Putative transporter AraJ	reviewed	-	-	-	b0396	-	{'-': 1.0}	-
P39163	Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 4.3.2.7) (Cation transport regulatory protein ChaC)	reviewed	4.3.2.7	RHEA:47724	['glutathione = 5-oxo-L-proline + L-cysteinylglycine']	b1218	RHEA:47724	{'RHEA:47724': 1.0}	['glutathione = 5-oxo-L-proline + L-cysteinylglycine']
P52627	Regulator of sigma S factor FliZ	reviewed	-	-	-	b1921	-	{'-': 1.0}	-
P63204	Transcriptional regulator GadE	reviewed	-	-	-	b3512	-	{'-': 1.0}	-
P76298	Flagellar biosynthesis protein FlhA	reviewed	-	-	-	b1879	-	{'-': 1.0}	-
P76299	Flagellar biosynthetic protein FlhB	reviewed	-	-	-	b1880	-	{'-': 1.0}	-
P76499	Uncharacterized fimbrial-like protein YfcP	reviewed	-	-	-	b2333	-	{'-': 1.0}	-
P45759	Putative type II secretion system protein E (T2SS protein E) (EC 7.4.2.8) (Putative general secretion pathway protein E) (Type II traffic warden ATPase)	reviewed	7.4.2.8	-	-	b3326	-	{'-': 1.0}	-
P0A7H6	Recombination protein RecR	reviewed	-	-	-	b0472	-	{'-': 1.0}	-
P0AAB8	Universal stress protein D	reviewed	-	-	-	b3923	-	{'-': 1.0}	-
P76498	Uncharacterized protein YfcO	reviewed	-	-	-	b2332	-	{'-': 1.0}	-
P0A9I3	Glycine cleavage system transcriptional repressor (gcv operon repressor)	reviewed	-	-	-	b2479	-	{'-': 1.0}	-
P21893	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	reviewed	3.1.-.-	-	-	b2892	-	{'-': 0.999231}	-
C1P617	Small toxic protein IbsE	reviewed	-	-	-	b4666	-	{'-': 1.0}	-
P0A843	Sec-independent protein translocase protein TatE	reviewed	-	-	-	b0627	-	{'-': 1.0}	-
P42914	Probable fimbrial chaperone YraI	reviewed	-	-	-	b3143	-	{'-': 1.0}	-
P0ACK2	Putative aga operon transcriptional repressor	reviewed	-	-	-	b3131	-	{'-': 1.0}	-
P0ADQ7	Uncharacterized protein YgaM	reviewed	-	-	-	b2672	-	{'-': 1.0}	-
P36647	Prepilin peptidase-dependent protein D	reviewed	-	-	-	b0108	-	{'-': 1.0}	-
P77318	Uncharacterized sulfatase YdeN (EC 3.1.6.-)	reviewed	3.1.6.-	-	-	b1498	RHEA:17261;RHEA:19873;RHEA:31055	{'RHEA:17261': 0.995997, 'RHEA:19873': 0.7777, 'RHEA:31055': 0.7777}	['estrone 3-sulfate + H2O = estrone + H(+) + sulfate', 'an aryl sulfate + H2O = a phenol + H(+) + sulfate', 'dehydroepiandrosterone 3-sulfate + H2O = 3beta-hydroxyandrost-5-en-17-one + H(+) + sulfate']
P19317	Probable nitrate reductase molybdenum cofactor assembly chaperone NarW (Redox enzyme maturation protein NarW)	reviewed	-	-	-	b1466	-	{'-': 1.0}	-
Q47208	Protein FdrA	reviewed	-	-	-	b0518	-	{'-': 1.0}	-
P0AC96	Low-affinity gluconate transporter (Gluconate permease) (Gnt-I system)	reviewed	-	-	-	b4476	-	{'-': 1.0}	-
P0AFK0	Metalloprotease PmbA (EC 3.4.-.-) (Protein TldE)	reviewed	3.4.-.-	-	-	b4235	-	{'-': 0.999995}	-
